92.3d0  0.0548d0
92.4d0  0.0535d0
92.5d0  0.0531d0
92.6d0  0.0522d0
92.7d0  0.0525d0
92.8d0  0.052d0
92.9d0  0.052d0
93.0d0  0.0522d0
93.1d0  0.053d0
93.2d0  0.0532d0
93.3d0  0.0541d0
93.4d0  0.0547d0
93.5d0  0.0565d0
93.6d0  0.0579d0
93.7d0  0.0593d0
93.8d0  0.0613d0
93.9d0  0.0637d0
94.0d0  0.0665d0
94.1d0  0.0682d0
94.2d0  0.0703d0
94.3d0  0.0725d0
94.4d0  0.0733d0
94.5d0  0.0758d0
94.6d0  0.0769d0
94.7d0  0.0782d0
94.8d0  0.0794d0
94.9d0  0.0804d0
95.0d0  0.0814d0
95.1d0  0.0819d0
95.2d0  0.0823d0
95.3d0  0.0824d0
95.4d0  0.082d0
95.5d0  0.0814d0
95.6d0  0.0805d0
95.7d0  0.0794d0
95.8d0  0.078d0
95.9d0  0.0763d0
96.0d0  0.0744d0
96.1d0  0.0723d0
96.2d0  0.07d0
96.3d0  0.0675d0
96.4d0  0.0645d0
96.5d0  0.062d0
96.6d0  0.0593d0
96.7d0  0.0561d0
96.8d0  0.0542d0
96.9d0  0.0522d0
97.0d0  0.0502d0
97.1d0  0.0481d0
97.2d0  0.0461d0
97.3d0  0.0444d0
97.4d0  0.0427d0
97.5d0  0.0412d0
97.6d0  0.0398d0
97.7d0  0.0385d0
97.8d0  0.0375d0
97.9d0  0.0363d0
98.0d0  0.0354d0
98.1d0  0.0346d0
98.2d0  0.034d0
98.3d0  0.0333d0
98.4d0  0.0328d0
98.5d0  0.0325d0
98.6d0  0.0322d0
98.7d0  0.032d0
98.8d0  0.032d0
98.9d0  0.032d0
99.0d0  0.0319d0
99.1d0  0.0319d0
99.2d0  0.032d0
99.3d0  0.0321d0
99.4d0  0.0322d0
99.5d0  0.0323d0
99.6d0  0.0323d0
99.7d0  0.0325d0
99.8d0  0.0324d0
99.9d0  0.0323d0
100.0d0 0.0322d0
100.1d0 0.032d0
100.2d0 0.0321d0
100.3d0 0.0315d0
100.4d0 0.0311d0
100.5d0 0.0306d0
100.6d0 0.0303d0
100.7d0 0.0298d0
100.8d0 0.0289d0
101.0d0 0.0278d0
101.1d0 0.0275d0
101.2d0 0.027d0
101.3d0 0.0264d0
101.4d0 0.0259d0
101.5d0 0.0252d0
101.6d0 0.0249d0
101.7d0 0.0244d0
101.8d0 0.024d0
101.9d0 0.0235d0
102.0d0 0.0231d0
102.1d0 0.0229d0
102.2d0 0.0226d0
102.3d0 0.0223d0
102.4d0 0.022d0
102.5d0 0.0218d0
102.6d0 0.0216d0
102.7d0 0.0214d0
102.8d0 0.0213d0
102.9d0 0.0212d0
103.0d0 0.0211d0
103.1d0 0.0211d0
103.2d0 0.0212d0
103.3d0 0.0212d0
103.4d0 0.0213d0
103.5d0 0.0215d0
103.6d0 0.0217d0
103.7d0 0.022d0
103.8d0 0.0223d0
103.9d0 0.0228d0
104.0d0 0.0232d0
104.1d0 0.0237d0
104.2d0 0.0241d0
104.3d0 0.0247d0
104.4d0 0.0265d0
104.7d0 0.0268d0
104.8d0 0.0273d0
104.9d0 0.0276d0
105.0d0 0.0281d0
105.2d0 0.0287d0
105.4d0 0.0292d0
105.5d0 0.0293d0
105.6d0 0.0294d0
105.7d0 0.0294d0
105.8d0 0.0295d0
105.9d0 0.0294d0
106.0d0 0.0293d0
106.1d0 0.029d0
106.2d0 0.0288d0
106.3d0 0.0284d0
106.4d0 0.028d0
106.5d0 0.0275d0
106.6d0 0.0272d0
106.7d0 0.0267d0
106.8d0 0.0263d0
106.9d0 0.0258d0
107.2d0 0.0239d0
107.3d0 0.0233d0
107.4d0 0.0227d0
107.5d0 0.022d0
107.6d0 0.0214d0
107.7d0 0.0207d0
107.8d0 0.0202d0
107.9d0 0.0197d0
108.0d0 0.0192d0
108.1d0 0.0187d0
108.2d0 0.0183d0
108.3d0 0.0181d0
108.4d0 0.0177d0
108.5d0 0.0174d0
108.6d0 0.0173d0
108.7d0 0.0172d0
108.8d0 0.017d0
108.9d0 0.017d0
109.0d0 0.017d0
109.1d0 0.017d0
109.2d0 0.0171d0
109.3d0 0.0172d0
109.4d0 0.0172d0
109.5d0 0.0173d0
109.6d0 0.0174d0
109.7d0 0.0174d0
109.8d0 0.0174d0
109.9d0 0.0174d0
